source,doc_type,ambito,organismo,asunto,fecha,expediente_id,reclamacion_ref,resolucion_sentido,pdf_url,local_path,download_status,http_status,size_bytes,notes
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2016-07,R-0170-2016,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2016/07_julio/estimadas/R-0170-2016.pdf,pdfs/144_R-0170-2016.pdf,ok,200,160813,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2024-04,R CTBG 2024-0487,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2024/04-ABRIL/ESTIMATORIAS/R%20CTBG%202024-0487%20Resoluci-n%20expte.%203122-2023.pdf,pdfs/145_R_CTBG_2024-0487.pdf,ok,200,237776,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2022-04,RT 1093/2021,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2022/04_ABRIL-22/ESTIMADAS/RT_1093_2021.pdf,pdfs/146_RT_1093_2021.pdf,ok,200,208837,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2022-05,RT 2/2022,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2022/05_MAYO-22/ESTIMADAS/RT_0002_2022.pdf,pdfs/147_RT_2_2022.pdf,ok,200,200119,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2022-10,RT 220/2022,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2022/10_OCTUBRE-22/ESTIMADAS/Resoluci-n%20RT_220_2022_expte.%20RT-0198-2022.pdf,pdfs/148_RT_220_2022.pdf,ok,200,179051,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2022-03,RT_0845_2021,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2022/03_MARZO-22/ESTIMADAS/RT_0845_2021.pdf,pdfs/149_RT_0845_2021.pdf,ok,200,2542788,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2021-05,RT_0733_2020,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2021/05mayo21/estimadas/RT_0733_2020.pdf,pdfs/150_RT_0733_2020.pdf,ok,200,3223153,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2022-03,RT 0872/2021,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2022/03_MARZO-22/ESTIMADAS/RT_0872_2021.pdf,pdfs/151_RT_0872_2021.pdf,ok,200,204202,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2022-11,RT 228/2022,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2022/11_NOVIEMBRE-22/ESTIMADAS/Resoluci-n%20RT_228_2022_expte%20RT-0178-2022.pdf,pdfs/152_RT_228_2022.pdf,ok,200,191044,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2025-10,R CTBG 2025-1260,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/reclamaciones/nuestras-resoluciones/resoluciones-%C3%A1mbito-estatal/2025/10-octubre/ESTIMATORIAS/R%20CTBG%202025-1260%20_Resoluci%C3%B3n%20expte.%201558-2025_.pdf,pdfs/153_R_CTBG_2025-1260.pdf,ok,200,183647,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2024-07,R CTBG 2024-0833,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2024/06-JULIO/ESTIMATORIAS/R%20CTBG%202024-0833%20Resoluci-n%20expte.%20477-2024.2.pdf,pdfs/154_R_CTBG_2024-0833.pdf,ok,200,160868,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución parcialmente estimada,2022-11,R-0471-2022,,parcial,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2022/11noviembre/ESTIMADAS-PARCIAL/Resolucion%20416-2022_expte.%20R-0471-2022.pdf,pdfs/155_R-0471-2022.pdf,ok,200,223729,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 471/2022 parcialmente estimada,2022-11,R-0073-2022,,parcial,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2022/11noviembre/ESTIMADAS-PARCIAL/Resolucion%20471-2022_expte.%20R-0073-2022.pdf,pdfs/156_R-0073-2022.pdf,ok,200,233608,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimada,2019-06,R-0196-2019,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age2019/06junio/descomprimidas/desestimadas/R-0196-2019.pdf,pdfs/157_R-0196-2019.pdf,ok,200,126228,
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_parcial,AGE,Ministerio de Hacienda,Auditoría de fondos en sector ferroviario,2025-12-19,00001-00112206,,parcial,https://www.hacienda.gob.es/SGT/GobiernoAbierto/Transparencia_Denegatorias/00001-00112206-denegatoriaparcial.pdf,pdfs/158_00001-00112206.pdf,ok,200,337572,Resolución parcial - PDF nativo
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Sanidad,Datos epidemiológicos de cáncer,2025-12-17,001-111532,,desestimatoria,https://www.sanidad.gob.es/servCiudadanos/transparencia/001-111532_jDIfG4hba5w102SK.pdf,pdfs/159_001-111532.pdf,ok,200,2128012,PDF nativo
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Transportes y Movilidad Sostenible,Concesión EUROENERGO NEW PROJECT,2025-12-17,001-0111520,,desestimatoria,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001_0111520_denegacion_art.14.1.k.pdf,pdfs/160_001-0111520.pdf,ok,200,1085130,Causa denegación: k (secretos comerciales)
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Hacienda,Valoración Ayuntamiento Esplugues - Financiación FEDER,2025-12-15,00001-00111511,,desestimatoria,https://www.hacienda.gob.es/SGT/GobiernoAbierto/Transparencia_Denegatorias/00001-00111511-denegatoria.pdf,pdfs/161_00001-00111511.pdf,ok,200,277092,PDF nativo
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Cultura,Actas Conferencia Sectorial,2025-12-23,111440,,desestimatoria,https://www.cultura.gob.es/dam/jcr:b86679cc-8368-4d50-821a-491091e10407/resoluci-n-anonimizada-111440.pdf,,error:URLError,,,Documento anonimizado
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_parcial,AGE,Ministerio de Transportes,Casos de acoso sexual denunciados,2025-12-22,001-111376,,parcial,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-111376__concesion_parcial_art.14.1.e.pdf,pdfs/163_001-111376.pdf,ok,200,903127,Concesión parcial - Causa: e
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio del Interior,Registro horario Centro Penitenciario,2025-12-09,001-111186,,desestimatoria,https://www.interior.gob.es/opencms/documentacion/Portal-de-Transparencia/ResolucionesDenegatorias_2025/4T/001-111186.pdf,pdfs/164_001-111186.pdf,ok,200,235301,PDF nativo
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Igualdad,Acoso sexual y acoso por razón de sexo,2025-12-22,001-111105,,desestimatoria,https://www.igualdad.gob.es/documents/transparencia/Transparencia_001_111105_Resolucion_Censurado.pdf,pdfs/165_001-111105.pdf,ok,200,452920,Documento censurado
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Transportes,Instalaciones BT Estación Reinosa,2025-12-19,001-111088,,desestimatoria,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-111088_denegacion_art.14.1.g.pdf,pdfs/166_001-111088.pdf,ok,200,109190,Causa denegación: g
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_parcial,AGE,Ministerio de Transportes,Viajeros entrantes a Cantabria - Renfe,2025-12-19,001-111032,,parcial,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-111032_concesion_parcial_art.14.1.h.pdf,pdfs/167_001-111032.pdf,ok,200,518121,Concesión parcial - Causa: h
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Secretaría de Estado de Seguridad Social,Equipo Valoración Incapacidades,2025-12-09,00001-00111016,,desestimatoria,https://www.seg-social.es/wps/wcm/connect/wss/7f580ca0-b12d-488f-8a61-bec0a2ba3413/Notificacion-00001-00111016-123412_csv_Censurado.pdf?MOD=AJPERES,pdfs/168_00001-00111016.pdf,ok,200,99527,Documento censurado CSV
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Transportes,Viajeros Ourense y A Gudiña,2025-12-19,001-110990,,desestimatoria,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-110990_denegacion_art.14.1.h.pdf,pdfs/169_001-110990.pdf,ok,200,475927,Causa denegación: h
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,"Ministerio de Agricultura, Pesca y Alimentación",Exportaciones TRACES,2025-11-24,110935,,desestimatoria,https://www.mapa.gob.es/dam/mapa/contenido/ministerio/servicios/res-110935_anonimizada-1.pdf,pdfs/170_110935.pdf,ok,200,264867,Documento anonimizado
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Transportes,Documentación técnica Estación Pamplona,2025-12-10,001-00110876,,desestimatoria,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-00110876_denegacion_art.14.1.d_g.pdf,pdfs/171_001-00110876.pdf,ok,200,1967811,"Causas denegación: d, g"
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_parcial,AGE,Ministerio de Transportes,Propuestas sanción AESA drones,2025-12-16,001-00110872,,parcial,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001_00110872_concesion_parcial_art.14.1.h.pdf,pdfs/172_001-00110872.pdf,ok,200,7304221,Concesión parcial - Causa: h
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Trabajo y Economía Social,Denuncia benceno ITSS,2025-12-18,110823,,desestimatoria,https://www.mites.gob.es/ficheros/publica/RESOLUCION_110823.pdf,,error:URLError,,,PDF nativo
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Trabajo y Economía Social,Investigación Accidente Laboral,2025-12-22,110820,,desestimatoria,https://www.mites.gob.es/ficheros/publica/RESOLUCION_110820.pdf,,error:URLError,,,PDF nativo
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_parcial,AGE,Ministerio de Transportes,Trenes retrasados y compensaciones,2025-12-15,001-110809,,parcial,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-110809_concesion_parcial_art.14.1.h.pdf,pdfs/175_001-110809.pdf,ok,200,1336226,Concesión parcial - Causa: h
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_parcial,AGE,Ministerio de Hacienda,Anuncio Lotería Navidad 2025,2025-10-09,00001-00110765,,parcial,https://www.hacienda.gob.es/SGT/GobiernoAbierto/Transparencia_Denegatorias/00001-00110765-denegatoriaparcial.pdf,pdfs/176_00001-00110765.pdf,ok,200,559847,Resolución parcial
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Transportes,Pasajeros con mascotas Tren,2025-12-15,001-110761,,desestimatoria,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-110761_denegacion_art.14.1.h.pdf,pdfs/177_001-110761.pdf,ok,200,1333339,Causa denegación: h
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_parcial,AGE,Ministerio de Hacienda,Ampliación autopista AP-66,2025-12-22,00001-00110744,,parcial,https://www.hacienda.gob.es/SGT/GobiernoAbierto/Transparencia_Denegatorias/00001-00110744-denegatoriaparcial.pdf,pdfs/178_00001-00110744.pdf,ok,200,1328483,"Resolución parcial - Causas múltiples: c, f, h, i, k"
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_parcial,AGE,Ministerio de Transportes,Días no trabajados Renfe empleados,2025-12-15,001-110735,,parcial,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-110735_concesion_parcial_art.14.1.h.pdf,pdfs/179_001-110735.pdf,ok,200,1333339,Concesión parcial - Causa: h
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Casa Real/Presidencia del Gobierno,Estancia presidente La Mareta 2025,2025-12-04,110685,,desestimatoria,https://www.mpr.gob.es/prencom/denegadas/Documents/2026/Anonim_Resolucion_PG_110685.pdf,pdfs/180_110685.pdf,ok,200,283956,Documento anonimizado - Causa: a
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_parcial,AGE,Ministerio de Hacienda,Entrevista TVE Mañaneros,2025-12-19,00001-00110683,,parcial,https://www.hacienda.gob.es/SGT/GobiernoAbierto/Transparencia_Denegatorias/00001-00110683-denegatoriaparcial.pdf,pdfs/181_00001-00110683.pdf,ok,200,92091,"Resolución parcial - Causas: h, k"
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Transportes,Contrato desplazamiento personal operativo Renfe,2025-12-04,001-110381,,desestimatoria,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-110381_denegacion_art.14.1.h.pdf,pdfs/182_001-110381.pdf,ok,200,207829,Causa denegación: h
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio del Interior,Agresiones a Guardias Civiles,2025-12-18,001-110344,,desestimatoria,https://www.interior.gob.es/opencms/documentacion/Portal-de-Transparencia/ResolucionesDenegatorias_2025/4T/001-110344.pdf,pdfs/183_001-110344.pdf,ok,200,238309,PDF nativo
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Hacienda,Información Agencia EFE,2025-12-01,00001-00110257,,desestimatoria,https://www.hacienda.gob.es/SGT/GobiernoAbierto/Transparencia_Denegatorias/00001-00110257-denegatoria.pdf,pdfs/184_00001-00110257.pdf,ok,200,182967,PDF nativo
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio del Interior,Actas Comisión Acoso Sexual Policía,2025-12-19,001-110232,,desestimatoria,https://www.interior.gob.es/opencms/documentacion/Portal-de-Transparencia/ResolucionesDenegatorias_2025/4T/001-110232.pdf,pdfs/185_001-110232.pdf,ok,200,534530,PDF nativo
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Transportes,Modificación Documento ADIF/Renfe - Madrid Nuevo Norte,2025-12-10,001-00110068,,desestimatoria,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-00110068_denegacion_art.14.1.f_h_k.pdf,pdfs/186_001-00110068.pdf,ok,200,4212453,"Causas denegación: f, h, k"
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Transportes,ADIF claves públicas verificación firma entradas,2025-12-10,001-00109933,,desestimatoria,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-00109933_denegacion_art.14.1.d_g_j.pdf,pdfs/187_001-00109933.pdf,ok,200,1759419,"Causas denegación: d, g, j"
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Casa Real/Presidencia del Gobierno,Viaje Presidente a India,2025-11-25,109924,,desestimatoria,https://www.mpr.gob.es/prencom/denegadas/Documents/2026/Anonim_Resolucion_PG_109924.pdf,pdfs/188_109924.pdf,ok,200,251989,Documento anonimizado - Causa: a
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio de Transportes,Rodalinets aplicación datos complementarios,2025-11-17,001-00109874,,desestimatoria,https://cdn.transportes.gob.es/portal-web-drupal/RESOLUCIONESDENEGATORIAS/001-00109874_denegaciona_art.14.1.k.pdf,pdfs/189_001-00109874.pdf,ok,200,1381016,Causa denegación: k
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,"Ministerio de Economía, Comercio y Empresa",Informes impacto macroeconómico Tribunal Cuentas Europeo,2025-11-13,001-09873,,desestimatoria,https://portal.mineco.gob.es/RecursosTransparencia/Resolucion%20001%2009873_anonimizada.pdf,,error:HTTPError,,,"Documento anonimizado - Causas: f, k"
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio del Interior,Protocolos operacionales Policía,2025-12-17,001-109846,,desestimatoria,https://www.interior.gob.es/opencms/documentacion/Portal-de-Transparencia/ResolucionesDenegatorias_2025/4T/001-109846.pdf,pdfs/191_001-109846.pdf,ok,200,712927,Causa denegación: d
Portal de Transparencia del Estado - Resoluciones Denegatorias,resolucion_desestimatoria,AGE,Ministerio del Interior,Datos estadísticos bandas juveniles,2025-10-29,001-109735,,desestimatoria,https://www.interior.gob.es/opencms/documentacion/Portal-de-Transparencia/ResolucionesDenegatorias_2025/4T/001-109735.pdf,pdfs/192_001-109735.pdf,ok,200,198783,"Causas denegación: d, e"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Industria, Comercio y Turismo",Resolución de solicitud de información sobre programa de fortalecimiento comercial,2022-03-03,001-066376,,estimatoria,https://www.mintur.gob.es/es-es/servicios/transparencia/Documents/1-066376%20Resolucion.pdf,pdfs/193_001-066376.pdf,ok,200,425494,"Acceso a información sobre programa de fortalecimiento de actividades comerciales en zonas turísticas, formato PDF nativo"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información número 72267 sobre deuda de Cuba y Venezuela,2022-09-18,001-072267,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/001-072267_Resolucion_Censurado.pdf,pdfs/194_001-072267.pdf,ok,200,218623,"Información sobre deuda owed by Cuba and Venezuela to Spain, versión censurada"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información sobre autorizaciones de liberación de fondos congelados,2022-09-16,001-072236,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/001-072236_Resolucion_Censurado.pdf,pdfs/195_001-072236.pdf,ok,200,407575,"Acceso a información sobre autorizaciones de fondos bloqueados, versión censurada"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Industria, Comercio y Turismo",Resolución de la solicitud de información número 001-057393,2021-05-27,001-057393,,estimatoria,https://www.mintur.gob.es/es-ES/servicios/transparencia/Documents/Resolucion_1-057393.pdf,pdfs/196_001-057393.pdf,ok,200,132612,Expediente de acceso a información pública tramitado bajo Ley 19/2013
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Energía, Turismo y Agenda Digital",Resolución de expediente de solicitud de información,,001-023357,,estimatoria,https://www.mintur.gob.es/es-ES/servicios/transparencia/Documents/23357-RESOLUCION%20Expediente%20001-023357%20-%20Firmado.pdf,pdfs/197_001-023357.pdf,ok,200,153566,Documento firmado
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Industria, Comercio y Turismo",Resolución de solicitud de información,,001-061951,,estimatoria,https://www.mintur.gob.es/es-es/servicios/transparencia/Documents/Resolucion_001-061951.pdf,pdfs/198_001-061951.pdf,ok,200,107128,Expediente 001-061951
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Energía, Turismo y Agenda Digital",Resolución de solicitud de información,,001-015688,,estimatoria,https://www.mintur.gob.es/es-ES/servicios/transparencia/Documents/Resolucion001-0015688.pdf,pdfs/199_001-015688.pdf,ok,200,721970,Expediente 001-015688
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Industria, Comercio y Turismo",Resolución de transparencia número 045499,,045499,,estimatoria,https://www.mintur.gob.es/es-es/servicios/transparencia/Documents/RESOLUCI%C3%93N%20TRANSPARENCIA%20N%C2%BA%20045499.pdf,pdfs/200_045499.pdf,ok,200,163287,Documento de transparencia
ministerios.gob.es_transparencia_2024-2025,resolucion_parcial,AGE,"Ministerio de Energía, Turismo y Agenda Digital",Resolución de concesión parcial de solicitud de información,,001-011814,,parcial,https://www.mintur.gob.es/es-ES/servicios/transparencia/Documents/N%C2%BA%201-11814-CONCESION%20PARCIAL%20ART.%2014.1.H.pdf,pdfs/201_001-011814.pdf,ok,200,85844,Concesión parcial conforme a artículo 14.1.h
ministerios.gob.es_transparencia_2024-2025,resolucion_parcial,AGE,"Ministerio de Industria, Comercio y Turismo",Resolución de acceso parcial a información,,88258,,parcial,https://www.mintur.gob.es/es-es/servicios/transparencia/Documents/Resolucion_88258.pdf,pdfs/202_88258.pdf,ok,200,954634,Acceso parcial a información pública
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Industria, Comercio y Turismo",Resolución de Dirección General de Política Energética sobre proyecto Castor,,001-012842,,estimatoria,https://www.mintur.gob.es/es-ES/servicios/transparencia/Documents/Resolucion_DGPEM_Transparencia_001-012842.pdf,pdfs/203_001-012842.pdf,ok,200,101951,Resolución sobre solicitud de información del Proyecto Castor
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Industria, Comercio y Turismo",Resolución de transparencia 036515,2019-08-09,036515,,estimatoria,https://www.mintur.gob.es/es-es/servicios/transparencia/Documents/Resoluci%C3%B3n%20transparencia_036515.pdf,pdfs/204_036515.pdf,ok,200,1110150,Expediente con entrada en 9 de agosto de 2019
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Industria, Comercio y Turismo",Resolución de transparencia 001-038209,,001-038209,,estimatoria,https://www.mintur.gob.es/es-es/servicios/transparencia/Documents/Resolucion%20de%20transparencia%20001-038209.pdf,pdfs/205_001-038209.pdf,ok,200,872458,Documento de transparencia
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información sobre informes de control ex-post de créditos ICO,,001-071660,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/001-071660_Resolucion_Censurado.pdf,pdfs/206_001-071660.pdf,ok,200,323122,"Información sobre control de créditos ICO, versión censurada"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información sobre AFINSA,2021-06-22,001-057511,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/001-057511_Resolucion_anonimizada.pdf,pdfs/207_001-057511.pdf,ok,200,132720,"Acceso a información sobre AFINSA, versión anonimizada"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información,2021-02-23,001-053789,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/001-053789_Resolucion_anonimizada.pdf,pdfs/208_001-053789.pdf,ok,200,945362,"Resolución anonimizada, firmada por M. Teresa Arcos Sánchez"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información número 59280,,001-059280,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/001-059280_Resolucion_Censurado.pdf,pdfs/209_001-059280.pdf,ok,200,152406,Versión censurada
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información sobre miembros de comisión de expertos,2021-03-29,001-053258,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/001-053258_Resolucion_anonimizada.pdf,pdfs/210_001-053258.pdf,ok,200,89279,"Información sobre composición de comisión de expertos del ministerio, anonimizada, firmada por Carlos Cuerpo Caballero"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información,2022-10-21,001-071937,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/001-071937_Resolucion_Censurado.pdf,pdfs/211_001-071937.pdf,ok,200,177702,"Versión censurada, firmada por Arturo Azcorra Saloña"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información sobre Instituto Oficial de Crédito,2019-01-10,001-031541,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/031541_anonimizada.pdf,pdfs/212_001-031541.pdf,ok,200,104898,"Información sobre Instituto Oficial de Crédito, anonimizada"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitudes de información números 20023 y 20025,,020023_y_020025,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/020023_y_020025_anonimizada.pdf,pdfs/213_020023_y_020025.pdf,ok,200,276047,"Resolución conjunta de dos solicitudes, anonimizada"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,Ministerio de Asuntos Económicos y Transformación Digital,Resolución de solicitud de información,,045197,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/045197_anonimizada.pdf,pdfs/214_045197.pdf,ok,200,151600,"Versión anonimizada, del portal de transparencia"
ministerios.gob.es_transparencia_2024-2025,resolucion_estimatoria,AGE,"Ministerio de Economía, Industria y Competitividad",Resolución de solicitud de información,2018-11-20,001-030210,,estimatoria,https://portal.mineco.gob.es/RecursosTransparencia/030210_anonimizada.pdf,pdfs/215_001-030210.pdf,ok,200,257594,"Versión anonimizada, firmada por Jose Luis Kaiser Moreiras"
